# LAMMPS config file [2020-05-28 00:42:37]
# 

4846 atoms
61 bonds
60 angles

3 atom types
2 bond types
2 angle types

-50.0 50.0 xlo xhi
-50.0 50.0 ylo yhi
-50.0 50.0 zlo zhi

Masses

1 1.0
2 1.0
3 1.0

Atoms

1 1 1 3.0 19.0 0.0 0.0
2 1 1 3.0 18.0 0.0 0.0
3 1 1 3.0 17.0 0.0 0.0
4 1 1 3.0 16.0 0.0 0.0
5 1 1 3.0 15.0 0.0 0.0
6 1 1 3.0 14.0 0.0 0.0
7 1 1 3.0 13.0 0.0 0.0
8 1 1 0.0 12.0 0.0 0.0
9 1 1 0.0 11.0 0.0 0.0
10 1 1 0.0 10.0 0.0 0.0
11 1 1 0.0 9.0 0.0 0.0
12 1 1 0.0 8.0 0.0 0.0
13 1 1 0.0 7.0 0.0 0.0
14 1 1 0.0 6.0 0.0 0.0
15 1 1 0.0 5.0 0.0 0.0
16 1 1 0.0 4.0 0.0 0.0
17 1 1 0.0 3.0 0.0 0.0
18 1 1 0.0 2.0 0.0 0.0
19 1 1 0.0 1.0 0.0 0.0
20 1 1 3.0 0.0 19.0 0.0
21 1 1 3.0 0.0 18.0 0.0
22 1 1 3.0 0.0 17.0 0.0
23 1 1 3.0 0.0 16.0 0.0
24 1 1 3.0 0.0 15.0 0.0
25 1 1 3.0 0.0 14.0 0.0
26 1 1 3.0 0.0 13.0 0.0
27 1 1 0.0 0.0 12.0 0.0
28 1 1 0.0 0.0 11.0 0.0
29 1 1 0.0 0.0 10.0 0.0
30 1 1 0.0 0.0 9.0 0.0
31 1 1 0.0 0.0 8.0 0.0
32 1 1 0.0 0.0 7.0 0.0
33 1 1 0.0 0.0 6.0 0.0
34 1 1 0.0 0.0 5.0 0.0
35 1 1 0.0 0.0 4.0 0.0
36 1 1 0.0 0.0 3.0 0.0
37 1 1 0.0 0.0 2.0 0.0
38 1 1 0.0 0.0 1.0 0.0
39 1 1 3.0 0.0 0.0 19.0
40 1 1 3.0 0.0 0.0 18.0
